city_id,city_name,state
1,Kolhapur,Maharashtra
2,Port Blair,Andaman & Nicobar Islands
3,Adilabad,Andhra Pradesh
4,Adoni,Andhra Pradesh
5,Amadalavalasa,Andhra Pradesh
6,Amalapuram,Andhra Pradesh
7,Anakapalle,Andhra Pradesh
8,Anantapur,Andhra Pradesh
9,Badepalle,Andhra Pradesh
10,Banganapalle,Andhra Pradesh
11,Bapatla,Andhra Pradesh
12,Bellampalle,Andhra Pradesh
13,Bethamcherla,Andhra Pradesh
14,Bhadrachalam,Andhra Pradesh
15,Bhainsa,Andhra Pradesh
16,Bheemunipatnam,Andhra Pradesh
17,Bhimavaram,Andhra Pradesh
18,Bhongir,Andhra Pradesh
19,Bobbili,Andhra Pradesh
20,Bodhan,Andhra Pradesh
21,Chilakaluripet,Andhra Pradesh
22,Chirala,Andhra Pradesh
23,Chittoor,Andhra Pradesh
24,Cuddapah,Andhra Pradesh
25,Devarakonda,Andhra Pradesh
26,Dharmavaram,Andhra Pradesh
27,Eluru,Andhra Pradesh
28,Farooqnagar,Andhra Pradesh
29,Gadwal,Andhra Pradesh
30,Gooty,Andhra Pradesh
31,Gudivada,Andhra Pradesh
32,Gudur,Andhra Pradesh
33,Guntakal,Andhra Pradesh
34,Guntur,Andhra Pradesh
35,Hanuman Junction,Andhra Pradesh
36,Hindupur,Andhra Pradesh
37,Hyderabad,Andhra Pradesh
38,Ichchapuram,Andhra Pradesh
39,Jaggaiahpet,Andhra Pradesh
40,Jagtial,Andhra Pradesh
41,Jammalamadugu,Andhra Pradesh
42,Jangaon,Andhra Pradesh
43,Kadapa,Andhra Pradesh
44,Kadiri,Andhra Pradesh
45,Kagaznagar,Andhra Pradesh
46,Kakinada,Andhra Pradesh
47,Kalyandurg,Andhra Pradesh
48,Kamareddy,Andhra Pradesh
49,Kandukur,Andhra Pradesh
50,Karimnagar,Andhra Pradesh
51,Kavali,Andhra Pradesh
52,Khammam,Andhra Pradesh
53,Koratla,Andhra Pradesh
54,Kothagudem,Andhra Pradesh
55,Kothapeta,Andhra Pradesh
56,Kovvur,Andhra Pradesh
57,Kurnool,Andhra Pradesh
58,Kyathampalle,Andhra Pradesh
59,Macherla,Andhra Pradesh
60,Machilipatnam,Andhra Pradesh
61,Madanapalle,Andhra Pradesh
62,Mahbubnagar,Andhra Pradesh
63,Mancherial,Andhra Pradesh
64,Mandamarri,Andhra Pradesh
65,Mandapeta,Andhra Pradesh
66,Manuguru,Andhra Pradesh
67,Markapur,Andhra Pradesh
68,Medak,Andhra Pradesh
69,Miryalaguda,Andhra Pradesh
70,Mogalthur,Andhra Pradesh
71,Nagari,Andhra Pradesh
72,Nagarkurnool,Andhra Pradesh
73,Nandyal,Andhra Pradesh
74,Narasapur,Andhra Pradesh
75,Narasaraopet,Andhra Pradesh
76,Narayanpet,Andhra Pradesh
77,Narsipatnam,Andhra Pradesh
78,Nellore,Andhra Pradesh
79,Nidadavole,Andhra Pradesh
80,Nirmal,Andhra Pradesh
81,Nizamabad,Andhra Pradesh
82,Nuzvid,Andhra Pradesh
83,Ongole,Andhra Pradesh
84,Palacole,Andhra Pradesh
85,Palasa Kasibugga,Andhra Pradesh
86,Palwancha,Andhra Pradesh
87,Parvathipuram,Andhra Pradesh
88,Pedana,Andhra Pradesh
89,Peddapuram,Andhra Pradesh
90,Pithapuram,Andhra Pradesh
91,Pondur,Andhra pradesh
92,Ponnur,Andhra Pradesh
93,Proddatur,Andhra Pradesh
94,Punganur,Andhra Pradesh
95,Puttur,Andhra Pradesh
96,Rajahmundry,Andhra Pradesh
97,Rajam,Andhra Pradesh
98,Ramachandrapuram,Andhra Pradesh
99,Ramagundam,Andhra Pradesh
100,Rayachoti,Andhra Pradesh
101,Rayadurg,Andhra Pradesh
102,Renigunta,Andhra Pradesh
103,Repalle,Andhra Pradesh
104,Sadasivpet,Andhra Pradesh
105,Salur,Andhra Pradesh
106,Samalkot,Andhra Pradesh
107,Sangareddy,Andhra Pradesh
108,Sattenapalle,Andhra Pradesh
109,Siddipet,Andhra Pradesh
110,Singapur,Andhra Pradesh
111,Sircilla,Andhra Pradesh
112,Srikakulam,Andhra Pradesh
113,Srikalahasti,Andhra Pradesh
115,Suryapet,Andhra Pradesh
116,Tadepalligudem,Andhra Pradesh
117,Tadpatri,Andhra Pradesh
118,Tandur,Andhra Pradesh
119,Tanuku,Andhra Pradesh
120,Tenali,Andhra Pradesh
121,Tirupati,Andhra Pradesh
122,Tuni,Andhra Pradesh
123,Uravakonda,Andhra Pradesh
124,Venkatagiri,Andhra Pradesh
125,Vicarabad,Andhra Pradesh
126,Vijayawada,Andhra Pradesh
127,Vinukonda,Andhra Pradesh
128,Visakhapatnam,Andhra Pradesh
129,Vizianagaram,Andhra Pradesh
130,Wanaparthy,Andhra Pradesh
131,Warangal,Andhra Pradesh
132,Yellandu,Andhra Pradesh
133,Yemmiganur,Andhra Pradesh
134,Yerraguntla,Andhra Pradesh
135,Zahirabad,Andhra Pradesh
136,Rajampet,Andhra Pradesh
137,Along,Arunachal Pradesh
138,Bomdila,Arunachal Pradesh
139,Itanagar,Arunachal Pradesh
140,Naharlagun,Arunachal Pradesh
141,Pasighat,Arunachal Pradesh
142,Abhayapuri,Assam
143,Amguri,Assam
144,Anandnagaar,Assam
145,Barpeta,Assam
146,Barpeta Road,Assam
147,Bilasipara,Assam
148,Bongaigaon,Assam
149,Dhekiajuli,Assam
150,Dhubri,Assam
151,Dibrugarh,Assam
152,Digboi,Assam
153,Diphu,Assam
154,Dispur,Assam
156,Gauripur,Assam
157,Goalpara,Assam
158,Golaghat,Assam
159,Guwahati,Assam
160,Haflong,Assam
161,Hailakandi,Assam
162,Hojai,Assam
163,Jorhat,Assam
164,Karimganj,Assam
165,Kokrajhar,Assam
166,Lanka,Assam
167,Lumding,Assam
168,Mangaldoi,Assam
169,Mankachar,Assam
170,Margherita,Assam
171,Mariani,Assam
172,Marigaon,Assam
173,Nagaon,Assam
174,Nalbari,Assam
175,North Lakhimpur,Assam
176,Rangia,Assam
177,Sibsagar,Assam
178,Silapathar,Assam
179,Silchar,Assam
180,Tezpur,Assam
181,Tinsukia,Assam
182,Amarpur,Bihar
183,Araria,Bihar
184,Areraj,Bihar
185,Arrah,Bihar
186,Asarganj,Bihar
187,Aurangabad,Bihar
188,Bagaha,Bihar
189,Bahadurganj,Bihar
190,Bairgania,Bihar
191,Bakhtiarpur,Bihar
192,Banka,Bihar
193,Banmankhi Bazar,Bihar
194,Barahiya,Bihar
195,Barauli,Bihar
196,Barbigha,Bihar
197,Barh,Bihar
198,Begusarai,Bihar
199,Behea,Bihar
200,Bettiah,Bihar
201,Bhabua,Bihar
202,Bhagalpur,Bihar
203,Bihar Sharif,Bihar
204,Bikramganj,Bihar
205,Bodh Gaya,Bihar
206,Buxar,Bihar
207,Chandan Bara,Bihar
208,Chanpatia,Bihar
209,Chhapra,Bihar
210,Colgong,Bihar
211,Dalsinghsarai,Bihar
212,Darbhanga,Bihar
213,Daudnagar,Bihar
214,Dehri-on-Sone,Bihar
215,Dhaka,Bihar
216,Dighwara,Bihar
217,Dumraon,Bihar
218,Fatwah,Bihar
219,Forbesganj,Bihar
220,Gaya,Bihar
221,Gogri Jamalpur,Bihar
222,Gopalganj,Bihar
223,Hajipur,Bihar
224,Hilsa,Bihar
225,Hisua,Bihar
226,Islampur,Bihar
227,Jagdispur,Bihar
228,Jamalpur,Bihar
229,Jamui,Bihar
230,Jehanabad,Bihar
231,Jhajha,Bihar
232,Jhanjharpur,Bihar
233,Jogabani,Bihar
234,Kanti,Bihar
235,Katihar,Bihar
236,Khagaria,Bihar
237,Kharagpur,Bihar
238,Kishanganj,Bihar
239,Lakhisarai,Bihar
240,Lalganj,Bihar
241,Madhepura,Bihar
242,Madhubani,Bihar
243,Maharajganj,Bihar
244,Mahnar Bazar,Bihar
245,Makhdumpur,Bihar
246,Maner,Bihar
247,Manihari,Bihar
248,Marhaura,Bihar
249,Masaurhi,Bihar
250,Mirganj,Bihar
251,Mokameh,Bihar
252,Motihari,Bihar
253,Motipur,Bihar
254,Munger,Bihar
255,Murliganj,Bihar
256,Muzaffarpur,Bihar
257,Narkatiaganj,Bihar
258,Naugachhia,Bihar
259,Nawada,Bihar
260,Nokha,Bihar
261,Patna,Bihar
262,Piro,Bihar
263,Purnia,Bihar
264,Rafiganj,Bihar
265,Rajgir,Bihar
266,Ramnagar,Bihar
267,Raxaul Bazar,Bihar
268,Revelganj,Bihar
269,Rosera,Bihar
270,Saharsa,Bihar
271,Samastipur,Bihar
272,Sasaram,Bihar
273,Sheikhpura,Bihar
274,Sheohar,Bihar
275,Sherghati,Bihar
276,Silao,Bihar
277,Sitamarhi,Bihar
278,Siwan,Bihar
279,Sonepur,Bihar
280,Sugauli,Bihar
281,Sultanganj,Bihar
282,Supaul,Bihar
283,Warisaliganj,Bihar
284,Ahiwara,Chhattisgarh
285,Akaltara,Chhattisgarh
286,Ambagarh Chowki,Chhattisgarh
287,Ambikapur,Chhattisgarh
288,Arang,Chhattisgarh
289,Bade Bacheli,Chhattisgarh
290,Balod,Chhattisgarh
291,Baloda Bazar,Chhattisgarh
292,Bemetra,Chhattisgarh
293,Bhatapara,Chhattisgarh
294,Bilaspur,Chhattisgarh
295,Birgaon,Chhattisgarh
296,Champa,Chhattisgarh
297,Chirmiri,Chhattisgarh
298,Dalli-Rajhara,Chhattisgarh
299,Dhamtari,Chhattisgarh
300,Dipka,Chhattisgarh
301,Dongargarh,Chhattisgarh
302,Durg-Bhilai Nagar,Chhattisgarh
303,Gobranawapara,Chhattisgarh
304,Jagdalpur,Chhattisgarh
305,Janjgir,Chhattisgarh
306,Jashpurnagar,Chhattisgarh
307,Kanker,Chhattisgarh
308,Kawardha,Chhattisgarh
309,Kondagaon,Chhattisgarh
310,Korba,Chhattisgarh
311,Mahasamund,Chhattisgarh
312,Mahendragarh,Chhattisgarh
313,Mungeli,Chhattisgarh
314,Naila Janjgir,Chhattisgarh
315,Raigarh,Chhattisgarh
316,Raipur,Chhattisgarh
317,Rajnandgaon,Chhattisgarh
318,Sakti,Chhattisgarh
319,Tilda Newra,Chhattisgarh
320,Amli,Dadra & Nagar Haveli
321,Silvassa,Dadra & Nagar Haveli
322,Daman and Diu,Daman & Diu
323,Daman and Diu,Daman & Diu
324,Asola,Delhi
325,Delhi,Delhi
326,Aldona,Goa
327,Curchorem Cacora,Goa
328,Madgaon,Goa
329,Mapusa,Goa
330,Margao,Goa
331,Marmagao,Goa
332,Panaji,Goa
333,Ahmedabad,Gujarat
334,Amreli,Gujarat
335,Anand,Gujarat
336,Ankleshwar,Gujarat
337,Bharuch,Gujarat
338,Bhavnagar,Gujarat
339,Bhuj,Gujarat
340,Cambay,Gujarat
341,Dahod,Gujarat
342,Deesa,Gujarat
343,Dharampur, India
344,Dholka,Gujarat
345,Gandhinagar,Gujarat
346,Godhra,Gujarat
347,Himatnagar,Gujarat
348,Idar,Gujarat
349,Jamnagar,Gujarat
350,Junagadh,Gujarat
351,Kadi,Gujarat
352,Kalavad,Gujarat
353,Kalol,Gujarat
354,Kapadvanj,Gujarat
355,Karjan,Gujarat
356,Keshod,Gujarat
357,Khambhalia,Gujarat
358,Khambhat,Gujarat
359,Kheda,Gujarat
360,Khedbrahma,Gujarat
361,Kheralu,Gujarat
362,Kodinar,Gujarat
363,Lathi,Gujarat
364,Limbdi,Gujarat
365,Lunawada,Gujarat
366,Mahesana,Gujarat
367,Mahuva,Gujarat
368,Manavadar,Gujarat
369,Mandvi,Gujarat
370,Mangrol,Gujarat
371,Mansa,Gujarat
372,Mehmedabad,Gujarat
373,Modasa,Gujarat
374,Morvi,Gujarat
375,Nadiad,Gujarat
376,Navsari,Gujarat
377,Padra,Gujarat
378,Palanpur,Gujarat
379,Palitana,Gujarat
380,Pardi,Gujarat
381,Patan,Gujarat
382,Petlad,Gujarat
383,Porbandar,Gujarat
384,Radhanpur,Gujarat
385,Rajkot,Gujarat
386,Rajpipla,Gujarat
387,Rajula,Gujarat
388,Ranavav,Gujarat
389,Rapar,Gujarat
390,Salaya,Gujarat
391,Sanand,Gujarat
392,Savarkundla,Gujarat
393,Sidhpur,Gujarat
394,Sihor,Gujarat
395,Songadh,Gujarat
396,Surat,Gujarat
397,Talaja,Gujarat
398,Thangadh,Gujarat
399,Tharad,Gujarat
400,Umbergaon,Gujarat
401,Umreth,Gujarat
402,Una,Gujarat
403,Unjha,Gujarat
404,Upleta,Gujarat
405,Vadnagar,Gujarat
406,Vadodara,Gujarat
407,Valsad,Gujarat
408,Vapi,Gujarat
409,Vapi,Gujarat
410,Veraval,Gujarat
411,Vijapur,Gujarat
412,Viramgam,Gujarat
413,Visnagar,Gujarat
414,Vyara,Gujarat
415,Wadhwan,Gujarat
416,Wankaner,Gujarat
417,Adalaj,Gujrat
418,Adityana,Gujrat
419,Alang,Gujrat
420,Ambaji,Gujrat
421,Ambaliyasan,Gujrat
422,Andada,Gujrat
423,Anjar,Gujrat
424,Anklav,Gujrat
425,Antaliya,Gujrat
426,Arambhada,Gujrat
427,Atul,Gujrat
428,Ballabhgarh,Hariyana
429,Ambala,Haryana
430,Ambala,Haryana
431,Asankhurd,Haryana
432,Assandh,Haryana
433,Ateli,Haryana
434,Babiyal,Haryana
435,Bahadurgarh,Haryana
436,Barwala,Haryana
437,Bhiwani,Haryana
438,Charkhi Dadri,Haryana
439,Cheeka,Haryana
440,Ellenabad 2,Haryana
441,Faridabad,Haryana
442,Fatehabad,Haryana
443,Ganaur,Haryana
444,Gharaunda,Haryana
445,Gohana,Haryana
446,Gurgaon,Haryana
447,Haibat(Yamuna Nagar),Haryana
448,Hansi,Haryana
449,Hisar,Haryana
450,Hodal,Haryana
451,Jhajjar,Haryana
452,Jind,Haryana
453,Kaithal,Haryana
454,Kalan Wali,Haryana
455,Kalka,Haryana
456,Karnal,Haryana
457,Ladwa,Haryana
458,Mahendragarh,Haryana
459,Mandi Dabwali,Haryana
460,Narnaul,Haryana
461,Narwana,Haryana
462,Palwal,Haryana
463,Panchkula,Haryana
464,Panipat,Haryana
465,Pehowa,Haryana
466,Pinjore,Haryana
467,Rania,Haryana
468,Ratia,Haryana
469,Rewari,Haryana
470,Rohtak,Haryana
471,Safidon,Haryana
472,Samalkha,Haryana
473,Shahbad,Haryana
474,Sirsa,Haryana
475,Sohna,Haryana
476,Sonipat,Haryana
477,Taraori,Haryana
478,Thanesar,Haryana
479,Tohana,Haryana
480,Yamunanagar,Haryana
481,Arki,Himachal Pradesh
482,Baddi,Himachal Pradesh
483,Bilaspur,Himachal Pradesh
484,Chamba,Himachal Pradesh
485,Dalhousie,Himachal Pradesh
486,Dharamsala,Himachal Pradesh
487,Hamirpur,Himachal Pradesh
488,Mandi,Himachal Pradesh
489,Nahan,Himachal Pradesh
490,Shimla,Himachal Pradesh
491,Solan,Himachal Pradesh
492,Sundarnagar,Himachal Pradesh
493,Jammu,Jammu & Kashmir
494,Achabbal,Jammu & Kashmir
495,Akhnoor,Jammu & Kashmir
496,Anantnag,Jammu & Kashmir
497,Arnia,Jammu & Kashmir
498,Awantipora,Jammu & Kashmir
499,Bandipore,Jammu & Kashmir
500,Baramula,Jammu & Kashmir
501,Kathua,Jammu & Kashmir
502,Leh,Jammu & Kashmir
503,Punch,Jammu & Kashmir
504,Rajauri,Jammu & Kashmir
505,Sopore,Jammu & Kashmir
506,Srinagar,Jammu & Kashmir
507,Udhampur,Jammu & Kashmir
508,Amlabad,Jharkhand
509,Ara,Jharkhand
510,Barughutu,Jharkhand
511,Bokaro Steel City,Jharkhand
512,Chaibasa,Jharkhand
513,Chakradharpur,Jharkhand
514,Chandrapura,Jharkhand
515,Chatra,Jharkhand
516,Chirkunda,Jharkhand
517,Churi,Jharkhand
518,Daltonganj,Jharkhand
519,Deoghar,Jharkhand
520,Dhanbad,Jharkhand
521,Dumka,Jharkhand
522,Garhwa,Jharkhand
523,Ghatshila,Jharkhand
524,Giridih,Jharkhand
525,Godda,Jharkhand
526,Gomoh,Jharkhand
527,Gumia,Jharkhand
528,Gumla,Jharkhand
529,Hazaribag,Jharkhand
530,Hussainabad,Jharkhand
531,Jamshedpur,Jharkhand
532,Jamtara,Jharkhand
533,Jhumri Tilaiya,Jharkhand
534,Khunti,Jharkhand
535,Lohardaga,Jharkhand
536,Madhupur,Jharkhand
537,Mihijam,Jharkhand
538,Musabani,Jharkhand
539,Pakaur,Jharkhand
540,Patratu,Jharkhand
541,Phusro,Jharkhand
542,Ramngarh,Jharkhand
543,Ranchi,Jharkhand
544,Sahibganj,Jharkhand
545,Saunda,Jharkhand
546,Simdega,Jharkhand
547,Tenu Dam-cum- Kathhara,Jharkhand
548,Arasikere,Karnataka
549,Bangalore,Karnataka
550,Belgaum,Karnataka
551,Bellary,Karnataka
552,Chamrajnagar,Karnataka
553,Chikkaballapur,Karnataka
554,Chintamani,Karnataka
555,Chitradurga,Karnataka
556,Gulbarga,Karnataka
557,Gundlupet,Karnataka
558,Hassan,Karnataka
559,Hospet,Karnataka
560,Hubli,Karnataka
561,Karkala,Karnataka
562,Karwar,Karnataka
563,Kolar,Karnataka
564,Kota,Karnataka
565,Lakshmeshwar,Karnataka
566,Lingsugur,Karnataka
567,Maddur,Karnataka
568,Madhugiri,Karnataka
569,Madikeri,Karnataka
570,Magadi,Karnataka
571,Mahalingpur,Karnataka
572,Malavalli,Karnataka
573,Malur,Karnataka
574,Mandya,Karnataka
575,Mangalore,Karnataka
576,Manvi,Karnataka
577,Mudalgi,Karnataka
578,Mudbidri,Karnataka
579,Muddebihal,Karnataka
580,Mudhol,Karnataka
581,Mulbagal,Karnataka
582,Mundargi,Karnataka
583,Mysore,Karnataka
584,Nanjangud,Karnataka
585,Pavagada,Karnataka
586,Puttur,Karnataka
587,Rabkavi Banhatti,Karnataka
588,Raichur,Karnataka
589,Ramanagaram,Karnataka
590,Ramdurg,Karnataka
591,Ranibennur,Karnataka
592,Robertson Pet,Karnataka
593,Ron,Karnataka
594,Sadalgi,Karnataka
595,Sagar,Karnataka
596,Sakleshpur,Karnataka
597,Sandur,Karnataka
598,Sankeshwar,Karnataka
599,Saundatti-Yellamma,Karnataka
600,Savanur,Karnataka
601,Sedam,Karnataka
602,Shahabad,Karnataka
603,Shahpur,Karnataka
604,Shiggaon,Karnataka
605,Shikapur,Karnataka
606,Shimoga,Karnataka
607,Shorapur,Karnataka
608,Shrirangapattana,Karnataka
609,Sidlaghatta,Karnataka
610,Sindgi,Karnataka
611,Sindhnur,Karnataka
612,Sira,Karnataka
613,Sirsi,Karnataka
614,Siruguppa,Karnataka
615,Srinivaspur,Karnataka
616,Talikota,Karnataka
617,Tarikere,Karnataka
618,Tekkalakota,Karnataka
619,Terdal,Karnataka
620,Tiptur,Karnataka
621,Tumkur,Karnataka
622,Udupi,Karnataka
623,Vijayapura,Karnataka
624,Wadi,Karnataka
625,Yadgir,Karnataka
626,Adoor,Kerala
627,Akathiyoor,Kerala
628,Alappuzha,Kerala
629,Ancharakandy,Kerala
630,Aroor,Kerala
631,Ashtamichira,Kerala
632,Attingal,Kerala
633,Avinissery,Kerala
634,Chalakudy,Kerala
635,Changanassery,Kerala
636,Chendamangalam,Kerala
637,Chengannur,Kerala
638,Cherthala,Kerala
639,Cheruthazham,Kerala
640,Chittur-Thathamangalam,Kerala
641,Chockli,Kerala
642,Erattupetta,Kerala
643,Guruvayoor,Kerala
644,Irinjalakuda,Kerala
645,Kadirur,Kerala
646,Kalliasseri,Kerala
647,Kalpetta,Kerala
648,Kanhangad,Kerala
649,Kanjikkuzhi,Kerala
650,Kannur,Kerala
651,Kasaragod,Kerala
652,Kayamkulam,Kerala
653,Kochi,Kerala
654,Kodungallur,Kerala
655,Kollam,Kerala
656,Koothuparamba,Kerala
657,Kothamangalam,Kerala
658,Kottayam,Kerala
659,Kozhikode,Kerala
660,Kunnamkulam,Kerala
661,Malappuram,Kerala
662,Mattannur,Kerala
663,Mavelikkara,Kerala
664,Mavoor,Kerala
665,Muvattupuzha,Kerala
666,Nedumangad,Kerala
667,Neyyattinkara,Kerala
668,Ottappalam,Kerala
669,Palai,Kerala
670,Palakkad,Kerala
671,Panniyannur,Kerala
672,Pappinisseri,Kerala
673,Paravoor,Kerala
674,Pathanamthitta,Kerala
675,Payyannur,Kerala
676,Peringathur,Kerala
677,Perinthalmanna,Kerala
678,Perumbavoor,Kerala
679,Ponnani,Kerala
680,Punalur,Kerala
681,Quilandy,Kerala
682,Shoranur,Kerala
683,Taliparamba,Kerala
684,Thiruvalla,Kerala
685,Thiruvananthapuram,Kerala
686,Thodupuzha,Kerala
687,Thrissur,Kerala
688,Tirur,Kerala
689,Vadakara,Kerala
690,Vaikom,Kerala
691,Varkala,Kerala
692,Kavaratti,Lakshadweep
693,Ashok Nagar,Madhya Pradesh
694,Balaghat,Madhya Pradesh
695,Betul,Madhya Pradesh
696,Bhopal,Madhya Pradesh
697,Burhanpur,Madhya Pradesh
698,Chhatarpur,Madhya Pradesh
699,Dabra,Madhya Pradesh
700,Datia,Madhya Pradesh
701,Dewas,Madhya Pradesh
702,Dhar,Madhya Pradesh
703,Fatehabad,Madhya Pradesh
704,Gwalior,Madhya Pradesh
705,Indore,Madhya Pradesh
706,Itarsi,Madhya Pradesh
707,Jabalpur,Madhya Pradesh
708,Katni,Madhya Pradesh
709,Kotma,Madhya Pradesh
710,Lahar,Madhya Pradesh
711,Lundi,Madhya Pradesh
712,Maharajpur,Madhya Pradesh
713,Mahidpur,Madhya Pradesh
714,Maihar,Madhya Pradesh
715,Malajkhand,Madhya Pradesh
716,Manasa,Madhya Pradesh
717,Manawar,Madhya Pradesh
718,Mandideep,Madhya Pradesh
719,Mandla,Madhya Pradesh
720,Mandsaur,Madhya Pradesh
721,Mauganj,Madhya Pradesh
722,Mhow Cantonment,Madhya Pradesh
723,Mhowgaon,Madhya Pradesh
724,Morena,Madhya Pradesh
725,Multai,Madhya Pradesh
726,Murwara,Madhya Pradesh
727,Nagda,Madhya Pradesh
728,Nainpur,Madhya Pradesh
729,Narsinghgarh,Madhya Pradesh
730,Narsinghgarh,Madhya Pradesh
731,Neemuch,Madhya Pradesh
732,Nepanagar,Madhya Pradesh
733,Niwari,Madhya Pradesh
734,Nowgong,Madhya Pradesh
735,Nowrozabad,Madhya Pradesh
736,Pachore,Madhya Pradesh
737,Pali,Madhya Pradesh
738,Panagar,Madhya Pradesh
739,Pandhurna,Madhya Pradesh
740,Panna,Madhya Pradesh
741,Pasan,Madhya Pradesh
742,Pipariya,Madhya Pradesh
743,Pithampur,Madhya Pradesh
744,Porsa,Madhya Pradesh
745,Prithvipur,Madhya Pradesh
746,Raghogarh-Vijaypur,Madhya Pradesh
747,Rahatgarh,Madhya Pradesh
748,Raisen,Madhya Pradesh
749,Rajgarh,Madhya Pradesh
750,Ratlam,Madhya Pradesh
751,Rau,Madhya Pradesh
752,Rehli,Madhya Pradesh
753,Rewa,Madhya Pradesh
754,Sabalgarh,Madhya Pradesh
755,Sagar,Madhya Pradesh
756,Sanawad,Madhya Pradesh
757,Sarangpur,Madhya Pradesh
758,Sarni,Madhya Pradesh
759,Satna,Madhya Pradesh
760,Sausar,Madhya Pradesh
761,Sehore,Madhya Pradesh
762,Sendhwa,Madhya Pradesh
763,Seoni,Madhya Pradesh
764,Seoni-Malwa,Madhya Pradesh
